project,version,duplicated_lines,duplicated_blocks,duplicated_lines_density,duplicated_files,complexity,cognitive_complexity,reliability_remediation_effort,reliability_rating,bugs,lines_to_cover,uncovered_lines,line_coverage,coverage,sqale_debt_ratio,code_smells,effort_to_reach_maintainability_rating_a,sqale_rating,development_cost,sqale_index,normalized_td,vulnerabilities,security_remediation_effort,security_rating,wont_fix_issues,reopened_issues,false_positive_issues,confirmed_issues,blocker_violations,open_issues,major_violations,info_violations,critical_violations,violations,minor_violations,ncloc_language_distribution,files,functions,statements,comment_lines,comment_lines_density,lines,classes,ncloc,LPL,LM,LSC,LBC,LC,LLF,LTCE,CCC,LMC,MNC
yolov5,2021/8/16,0,0,0,0,1340,1781,15,3,3,4785,4785,0,0,1.1,221,0,1,159660,1804,0,0,0,1,0,0,0,0,1,224,133,3,40,224,47,py=5322,31,381,4866,2483,31.8,7725,67,5322,0,0,0,0,0,0,0,0,0,0
yolov5,2021/8/23,0,0,0,0,1354,1793,15,3,3,4812,4812,0,0,1.1,223,0,1,160530,1814,0,0,0,1,0,0,0,0,1,226,134,3,41,226,47,py=5351,31,386,4893,2497,31.8,7774,69,5351,0,0,0,0,0,0,0,0,0,0
yolov5,2021/8/30,0,0,0,0,1364,1806,15,3,3,4831,4831,0,0,1.1,226,0,1,161160,1827,0,0,0,1,0,0,0,0,1,229,135,3,41,229,49,py=5372,31,390,4912,2511,31.9,7810,70,5372,0,0,0,0,0,0,0,0,0,0
yolov5,2021/9/6,0,0,0,0,1377,1833,15,3,3,4858,4858,0,0,1.1,219,0,1,162420,1826,0,0,0,1,0,0,0,0,1,222,135,3,41,222,42,py=5414,31,382,4921,2478,31.4,7801,70,5414,0,0,0,0,0,0,0,0,0,0
yolov5,2021/9/13,0,0,0,0,1384,1828,10,3,2,4874,4874,0,0,1.1,220,0,1,162930,1829,0,0,0,1,0,0,0,0,1,222,135,3,41,222,42,py=5431,31,383,4937,2483,31.4,7816,70,5431,0,0,0,0,0,0,0,0,0,0
yolov5,2021/9/20,0,0,0,0,1402,1854,10,3,2,4913,4913,0,0,1.1,221,0,1,164730,1840,0,0,0,1,0,0,0,0,1,223,134,3,42,223,43,py=5491,31,384,4976,2501,31.3,7862,70,5491,0,0,0,0,0,0,0,0,0,0
yolov5,2021/9/27,0,0,0,0,1402,1850,10,3,2,4920,4920,0,0,1.1,220,0,1,165150,1826,0,0,0,1,0,0,0,0,1,222,134,3,42,222,42,py=5505,31,385,4983,2506,31.3,7880,70,5505,0,0,0,0,0,0,0,0,0,0
yolov5,2021/10/4,0,0,0,0,1407,1861,10,3,2,4945,4945,0,0,1.1,212,0,1,165930,1816,0,0,0,1,0,0,0,0,1,214,129,3,40,214,41,py=5531,31,386,5008,2523,31.3,7914,70,5531,0,0,0,0,0,0,0,0,0,0
yolov5,2021/10/11,0,0,0,0,1428,1896,20,3,4,5007,5007,0,0,1.1,213,0,1,167880,1850,0,0,0,1,0,0,0,0,1,217,130,3,40,217,43,py=5596,31,392,5070,2538,31.2,7995,71,5596,0,0,0,0,0,0,0,0,0,0
yolov5,2021/10/18,0,0,0,0,1432,1907,20,3,4,5016,5016,0,0,1.1,214,0,1,168240,1860,0,0,0,1,0,0,0,0,1,218,131,3,40,218,43,py=5608,31,392,5079,2538,31.2,8006,71,5608,0,0,0,0,0,0,0,0,0,0
yolov5,2021/10/25,0,0,0,0,1438,1911,20,3,4,5058,5058,0,0,1.1,214,0,1,169560,1862,0,0,0,1,0,0,0,0,1,218,131,3,40,218,43,py=5652,32,394,5122,2565,31.2,8075,71,5652,0,0,0,0,0,0,0,0,0,0
yolov5,2021/11/1,0,0,0,0,1447,1925,20,3,4,5074,5074,0,0,1.1,213,0,1,170220,1864,0,0,0,1,0,0,0,0,1,217,130,3,40,217,43,py=5674,32,397,5138,2577,31.2,8109,72,5674,0,0,0,0,0,0,0,0,0,0
yolov5,2021/11/8,0,0,0,0,1469,1964,20,3,4,5143,5143,0,0,1.1,227,0,1,172410,1912,0,0,0,1,0,0,0,0,1,231,136,3,46,231,45,py=5747,32,399,5208,2619,31.3,8201,73,5747,0,0,0,0,0,0,0,0,0,0
yolov5,2021/11/15,0,0,0,0,1468,1964,20,3,4,5143,5143,0,0,1.1,230,0,1,172380,1927,0,0,0,1,0,0,0,0,1,234,137,3,46,234,47,py=5746,32,398,5208,2634,31.4,8212,73,5746,0,0,0,0,0,0,0,0,0,0
yolov5,2021/11/22,0,0,0,0,1491,1998,20,3,4,5231,5231,0,0,1.1,231,0,1,175230,1939,0,0,0,1,0,0,0,0,1,235,137,3,47,235,47,py=5841,32,400,5296,2653,31.2,8329,73,5841,0,0,0,0,0,0,0,0,0,0
yolov5,2021/11/29,0,0,0,0,1499,2006,20,3,4,5242,5242,0,0,1.1,232,0,1,175590,1944,0,0,0,1,0,0,0,0,1,236,138,3,47,236,47,py=5853,32,400,5307,2664,31.3,8346,73,5853,0,0,0,0,0,0,0,0,0,0
yolov5,2021/12/6,0,0,0,0,1506,2013,20,3,4,5261,5261,0,0,1.1,234,0,1,176250,1959,0,0,0,1,0,0,0,0,1,238,139,3,47,238,48,py=5875,32,400,5326,2676,31.3,8377,73,5875,0,0,0,0,0,0,0,0,0,0
yolov5,2021/12/13,0,0,0,0,1513,2022,20,3,4,5268,5268,0,0,1.1,234,0,1,176460,1963,0,0,0,1,0,0,0,0,1,238,139,3,47,238,48,py=5882,32,401,5333,2679,31.3,8384,73,5882,0,0,0,0,0,0,0,0,0,0
yolov5,2021/12/20,0,0,0,0,1518,2027,20,3,4,5283,5283,0,0,1.1,236,0,1,176940,1976,0,0,0,1,0,0,0,0,1,240,141,3,47,240,48,py=5898,32,402,5348,2687,31.3,8410,73,5898,0,0,0,0,0,0,0,0,0,0
yolov5,2021/12/27,0,0,0,0,1527,2037,20,3,4,5314,5314,0,0,1.1,238,0,1,177870,1992,0,0,0,1,0,0,0,0,1,242,143,3,47,242,48,py=5929,32,404,5379,2730,31.5,8483,73,5929,0,0,0,0,0,0,0,0,0,0
yolov5,2022/1/3,0,0,0,0,1534,2051,20,3,4,5347,5347,0,0,1.1,240,0,1,179010,2008,0,0,0,1,0,0,0,0,1,244,145,3,47,244,48,py=5967,32,404,5412,2756,31.6,8522,73,5967,0,0,0,0,0,0,0,0,0,0
yolov5,2022/1/10,0,0,0,0,1538,2054,20,3,4,5364,5364,0,0,1.1,239,0,1,179640,2003,0,0,0,1,0,0,0,0,1,243,145,3,47,243,47,py=5988,32,405,5429,2758,31.5,8542,73,5988,0,0,0,0,0,0,0,0,0,0
yolov5,2022/1/17,0,0,0,0,1538,2057,20,3,4,5373,5373,0,0,1.1,238,0,1,179850,2005,0,0,0,1,0,0,0,0,1,242,144,3,47,242,47,py=5995,32,405,5438,2759,31.5,8546,73,5995,0,0,0,0,0,0,0,0,0,0
yolov5,2022/1/24,0,0,0,0,1541,2063,20,3,4,5381,5381,0,0,1.1,236,0,1,180120,2011,0,0,0,1,0,0,0,0,1,240,141,3,47,240,48,py=6004,32,406,5446,2764,31.5,8558,73,6004,0,0,0,0,0,0,0,0,0,0
yolov5,2022/1/31,0,0,0,0,1549,2072,20,3,4,5389,5389,0,0,1.1,236,0,1,180360,2014,0,0,0,1,0,0,0,0,1,240,141,3,47,240,48,py=6012,32,407,5454,2770,31.5,8576,73,6012,0,0,0,0,0,0,0,0,0,0
yolov5,2022/2/7,0,0,0,0,1551,2077,20,3,4,5404,5404,0,0,1.1,221,0,1,180900,1940,0,0,0,1,0,0,0,0,1,225,142,3,42,225,37,py=6030,32,407,5469,2777,31.5,8591,73,6030,0,0,0,0,0,0,0,0,0,0
yolov5,2022/2/14,0,0,0,0,1570,2104,20,3,4,5486,5486,0,0,1.1,224,0,1,183990,1985,0,0,0,1,0,0,0,0,1,228,144,3,44,228,36,py=6133,33,412,5552,2833,31.6,8737,73,6133,0,0,0,0,0,0,0,0,0,0
yolov5,2022/2/21,0,0,0,0,1570,2104,20,3,4,5488,5488,0,0,1.1,223,0,1,184050,1980,0,0,0,1,0,0,0,0,1,227,144,3,44,227,35,py=6135,33,412,5553,2832,31.6,8737,73,6135,0,0,0,0,0,0,0,0,0,0
yolov5,2022/2/28,0,0,0,0,1569,2100,20,3,4,5488,5488,0,0,1.1,223,0,1,184050,1976,0,0,0,1,0,0,0,0,1,227,144,3,44,227,35,py=6135,33,413,5553,2832,31.6,8739,73,6135,0,0,0,0,0,0,0,0,0,0
yolov5,2022/3/7,0,0,0,0,1566,2096,20,3,4,5492,5492,0,0,1.1,224,0,1,184140,1977,0,0,0,1,0,0,0,0,1,228,145,3,44,228,35,py=6138,33,414,5557,2836,31.6,8742,73,6138,0,0,0,0,0,0,0,0,0,0
yolov5,2022/3/14,0,0,0,0,1565,2107,20,3,4,5511,5511,0,0,1.1,224,0,1,184800,1976,0,0,0,1,0,0,0,0,1,228,145,3,44,228,35,py=6160,33,414,5576,2845,31.6,8766,73,6160,0,0,0,0,0,0,0,0,0,0
yolov5,2022/3/21,0,0,0,0,1572,2119,20,3,4,5539,5539,0,0,1.1,224,0,1,185610,1982,0,0,0,1,0,0,0,0,1,228,145,3,44,228,35,py=6187,33,417,5604,2858,31.6,8807,73,6187,0,0,0,0,0,0,0,0,0,0
yolov5,2022/3/28,0,0,0,0,1576,2123,20,3,4,5554,5554,0,0,1,224,0,1,191850,1984,0,0,0,1,0,0,0,0,1,228,145,3,44,228,35,py=6395,33,417,5619,2865,30.9,8999,73,6395,0,0,0,0,0,0,0,0,0,0
yolov5,2022/4/4,0,0,0,0,1590,2145,20,3,4,5611,5611,0,0,1,230,0,1,194160,2016,0,0,0,1,0,0,0,0,1,234,147,3,48,234,35,py=6472,33,419,5676,2898,30.9,9115,73,6472,0,0,0,0,0,0,0,0,0,0
yolov5,2022/4/11,0,0,0,0,1591,2146,20,3,4,5610,5610,0,0,1,231,0,1,194160,2020,0,0,0,1,0,0,0,0,1,235,148,3,48,235,35,py=6472,33,419,5675,2902,31,9118,73,6472,0,0,0,0,0,0,0,0,0,0
yolov5,2022/4/18,0,0,0,0,1600,2159,20,3,4,5626,5626,0,0,1,231,0,1,194670,2026,0,0,0,1,0,0,0,0,1,235,148,3,48,235,35,py=6489,33,419,5691,2912,31,9139,73,6489,0,0,0,0,0,0,0,0,0,0
yolov5,2022/4/25,0,0,0,0,1606,2167,20,3,4,5632,5632,0,0,1,231,0,1,194910,2027,0,0,0,1,0,0,0,0,1,235,148,3,48,235,35,py=6497,33,420,5697,2921,31,9159,73,6497,0,0,0,0,0,0,0,0,0,0
yolov5,2022/5/2,0,0,0,0,1606,2170,20,3,4,5637,5637,0,0,1,231,0,1,195090,2027,0,0,0,1,0,0,0,0,1,235,148,3,48,235,35,py=6503,33,420,5702,2922,31,9166,73,6503,0,0,0,0,0,0,0,0,0,0
yolov5,2022/5/9,0,0,0,0,1611,2168,20,3,4,5659,5659,0,0,1,227,0,1,195690,2010,0,0,0,1,0,0,0,0,1,231,145,3,49,231,33,py=6523,33,425,5724,2926,31,9198,73,6523,0,0,0,0,0,0,0,0,0,0
yolov5,2022/5/16,0,0,0,0,1631,2172,20,3,4,5706,5706,0,0,1,216,0,1,197610,1951,0,0,0,1,0,0,0,0,1,220,133,3,50,220,33,py=6587,33,436,5771,2934,30.8,9285,79,6587,0,0,0,0,0,0,0,0,0,0
yolov5,2022/5/23,0,0,0,0,1642,2174,20,3,4,5735,5735,0,0,1,215,0,1,198510,1954,0,0,0,1,0,0,0,0,1,219,133,3,50,219,32,py=6617,33,439,5800,2941,30.8,9322,79,6617,0,0,0,0,0,0,0,0,0,0
yolov5,2022/5/30,0,0,0,0,1644,2177,20,3,4,5737,5737,0,0,1,214,0,1,198570,1950,0,0,0,1,0,0,0,0,1,218,132,3,50,218,32,py=6619,33,439,5802,2941,30.8,9325,79,6619,0,0,0,0,0,0,0,0,0,0
yolov5,2022/6/6,0,0,0,0,1650,2183,20,3,4,5751,5751,0,0,1,214,0,1,198990,1953,0,0,0,1,0,0,0,0,1,218,132,3,50,218,32,py=6633,33,440,5816,2954,30.8,9346,79,6633,0,0,0,0,0,0,0,0,0,0
yolov5,2022/6/13,0,0,0,0,1649,2181,20,3,4,5759,5759,0,0,1,212,0,1,199230,1956,0,0,0,1,0,0,0,0,1,216,131,3,49,216,32,py=6641,33,440,5824,2957,30.8,9355,79,6641,0,0,0,0,0,0,0,0,0,0
yolov5,2022/6/20,0,0,0,0,1649,2181,20,3,4,5760,5760,0,0,1,212,0,1,199260,1956,0,0,0,1,0,0,0,0,1,216,131,3,49,216,32,py=6642,33,440,5825,2959,30.8,9356,79,6642,0,0,0,0,0,0,0,0,0,0
yolov5,2022/6/27,0,0,0,0,1656,2196,20,3,4,5773,5773,0,0,1,212,0,1,199650,1969,0,0,0,1,0,0,0,0,1,216,131,3,49,216,32,py=6655,33,440,5838,2957,30.8,9360,79,6655,0,0,0,0,0,0,0,0,0,0
yolov5,2022/7/4,0,0,0,0,1664,2210,20,3,4,5788,5788,0,0,1,213,0,1,200160,1984,0,0,0,1,0,0,0,0,1,217,131,3,50,217,32,py=6672,33,440,5853,2966,30.8,9382,79,6672,0,0,0,0,0,0,0,0,0,0
yolov5,2022/7/11,0,0,0,0,1666,2215,20,3,4,5793,5793,0,0,1,211,0,1,200340,1961,0,0,0,1,0,0,0,0,1,215,129,3,50,215,32,py=6678,33,440,5858,2964,30.7,9387,79,6678,0,0,0,0,0,0,0,0,0,0
yolov5,2022/7/18,0,0,0,0,1672,2216,20,3,4,5812,5812,0,0,1,213,0,1,201030,1959,0,0,0,1,0,0,0,0,1,217,131,3,50,217,32,py=6701,33,443,5877,2969,30.7,9419,79,6701,0,0,0,0,0,0,0,0,0,0
yolov5,2022/7/25,0,0,0,0,1683,2230,20,3,4,5839,5839,0,0,1,211,0,1,201960,1963,0,0,0,1,0,0,0,0,1,215,129,2,51,215,32,py=6732,33,444,5905,2974,30.6,9450,80,6732,0,0,0,0,0,0,0,0,0,0
yolov5,2022/8/1,0,0,0,0,1732,2305,20,3,4,5993,5993,0,0,1,215,0,1,208680,2017,0,0,0,1,0,0,0,0,1,219,128,2,56,219,32,py=6956,36,449,6064,3066,30.6,9776,81,6956,0,0,0,0,0,0,0,0,0,0
yolov5,2022/8/8,0,0,0,0,1735,2307,20,3,4,5996,5996,0,0,1,215,0,1,208770,2016,0,0,0,1,0,0,0,0,1,219,128,2,56,219,32,py=6959,36,451,6067,3069,30.6,9783,81,6959,0,0,0,0,0,0,0,0,0,0
yolov5,2022/8/15,0,0,0,0,1914,2540,40,5,6,6544,6544,0,0,0.9,221,0,1,229200,2115,0,0,0,1,0,0,0,0,3,227,128,3,60,227,33,py=7640,39,484,6622,3308,30.2,10713,85,7640,0,0,0,0,0,0,0,0,0,0
yolov5,2022/8/22,136,6,1.3,2,1953,2599,40,5,6,6604,6604,0,0,1,227,0,1,231780,2209,0,0,0,1,0,0,0,0,3,233,132,3,62,233,33,py=7726,39,490,6682,3391,30.5,10851,86,7726,0,0,0,0,0,0,0,0,0,0
yolov5,2022/8/29,134,6,1.2,2,1968,2607,40,5,6,6633,6633,0,0,0.9,227,0,1,232710,2202,0,0,0,1,0,0,0,0,3,233,132,3,62,233,33,py=7757,39,495,6711,3403,30.5,10890,88,7757,0,0,0,0,0,0,0,0,0,0
yolov5,2022/9/5,208,8,1.8,4,2112,2748,60,5,8,7187,7187,0,0,0.9,237,0,1,252300,2223,0,0,0,1,0,0,0,0,5,245,135,3,62,245,40,py=8410,42,536,7269,3486,29.3,11783,89,8410,0,0,0,0,0,0,0,0,0,0
yolov5,2022/9/12,1778,72,12.3,16,2525,3478,70,5,9,8673,8673,0,0,1,291,0,1,309990,3035,0,0,0,1,0,0,0,0,6,300,174,5,70,300,45,py=10333,52,603,8784,4406,29.9,14467,98,10333,0,0,0,0,0,0,0,0,0,0
yolov5,2022/9/19,1779,77,12.1,16,2579,3550,60,5,8,8832,8832,0,0,1,294,0,1,314910,3076,0,0,0,1,0,0,0,0,5,302,177,5,70,302,45,py=10497,53,615,8948,4448,29.8,14684,100,10497,0,0,0,0,0,0,0,0,0,0
yolov5,2022/9/26,1767,77,12,16,2590,3572,60,5,8,8860,8860,0,0,1,296,0,1,315750,3101,0,0,0,1,0,0,0,0,5,304,180,5,69,304,45,py=10525,53,616,8976,4456,29.7,14718,100,10525,0,0,0,0,0,0,0,0,0,0
yolov5,2022/10/3,1723,77,11.7,16,2591,3575,65,5,9,8866,8866,0,0,1,298,0,1,315960,3105,0,0,0,1,0,0,0,0,6,307,180,5,69,307,47,py=10532,53,616,8982,4456,29.7,14726,100,10532,0,0,0,0,0,0,0,0,0,0
yolov5,2022/10/10,1723,77,11.7,16,2589,3577,65,5,9,8861,8861,0,0,1,299,0,1,315870,3107,0,0,0,1,0,0,0,0,6,308,181,5,69,308,47,py=10529,53,616,8977,4468,29.8,14733,100,10529,0,0,0,0,0,0,0,0,0,0
yolov5,2022/10/17,1755,79,12,16,2584,3572,65,5,9,8836,8836,0,0,1,297,0,1,315120,3099,0,0,0,1,0,0,0,0,5,306,180,5,69,306,47,py=10504,53,616,8952,4449,29.8,14664,100,10504,0,0,0,0,0,0,0,0,0,0
yolov5,2022/10/24,1755,79,11.9,16,2589,3576,65,5,9,8867,8867,0,0,1,298,0,1,316170,3108,0,0,0,1,0,0,0,0,5,307,181,5,69,307,47,py=10539,53,617,8983,4452,29.7,14710,100,10539,0,0,0,0,0,0,0,0,0,0
yolov5,2022/10/31,1744,81,11.8,16,2598,3585,65,5,9,8891,8891,0,0,1,298,0,1,317010,3096,0,0,0,1,0,0,0,0,5,307,181,5,69,307,47,py=10567,53,619,9007,4465,29.7,14748,100,10567,0,0,0,0,0,0,0,0,0,0
yolov5,2022/11/7,1744,81,11.8,16,2599,3589,65,5,9,8889,8889,0,0,1,297,0,1,316950,3091,0,0,0,1,0,0,0,0,5,306,180,5,69,306,47,py=10565,53,618,9005,4465,29.7,14744,100,10565,0,0,0,0,0,0,0,0,0,0
yolov5,2022/11/14,1712,79,11.6,16,2600,3592,65,5,9,8908,8908,0,0,1,296,0,1,318090,3085,0,0,0,1,0,0,0,0,5,305,179,5,69,305,47,py=10603,53,620,9024,4475,29.7,14792,100,10603,0,0,0,0,0,0,0,0,0,0
yolov5,2022/11/21,1746,81,11.8,16,2601,3591,65,5,9,8908,8908,0,0,1,296,0,1,318150,3084,0,0,0,1,0,0,0,0,5,305,179,5,69,305,47,py=10605,53,620,9024,4471,29.7,14788,100,10605,0,0,0,0,0,0,0,0,0,0
yolov5,2022/11/28,1746,81,11.8,16,2601,3597,65,5,9,8914,8914,0,0,1,295,0,1,318540,3091,0,0,0,1,0,0,0,0,5,304,178,5,69,304,47,py=10618,53,620,9031,4487,29.7,14814,100,10618,0,0,0,0,0,0,0,0,0,0
yolov5,2022/12/5,1750,81,11.8,16,2603,3601,65,5,9,8918,8918,0,0,1,295,0,1,318750,3093,0,0,0,1,0,0,0,0,5,304,178,5,69,304,47,py=10625,53,620,9035,4494,29.7,14827,100,10625,0,0,0,0,0,0,0,0,0,0
yolov5,2022/12/12,1750,81,11.8,16,2602,3599,65,5,9,8917,8917,0,0,1,295,0,1,318720,3091,0,0,0,1,0,0,0,0,5,304,178,5,69,304,47,py=10624,53,620,9034,4494,29.7,14825,100,10624,0,0,0,0,0,0,0,0,0,0
yolov5,2022/12/19,1750,81,11.8,16,2602,3597,65,5,9,8915,8915,0,0,1,295,0,1,318720,3089,0,0,0,1,0,0,0,0,5,304,178,5,69,304,47,py=10624,53,620,9032,4492,29.7,14825,100,10624,0,0,0,0,0,0,0,0,0,0
yolov5,2022/12/26,1750,81,11.8,16,2602,3597,65,5,9,8915,8915,0,0,1,295,0,1,318720,3089,0,0,0,1,0,0,0,0,5,304,178,5,69,304,47,py=10624,53,620,9032,4492,29.7,14825,100,10624,0,0,0,0,0,0,0,0,0,0
yolov5,2023/1/2,1750,81,11.8,16,2602,3597,65,5,9,8915,8915,0,0,1,295,0,1,318720,3089,0,0,0,1,0,0,0,0,5,304,178,5,69,304,47,py=10624,53,620,9032,4492,29.7,14825,100,10624,0,0,0,0,0,0,0,0,0,0
yolov5,2023/1/9,1750,81,11.8,16,2602,3597,65,5,9,8915,8915,0,0,1,296,0,1,318720,3094,0,0,0,1,0,0,0,0,5,305,179,5,69,305,47,py=10624,53,620,9032,4493,29.7,14826,100,10624,0,0,0,0,0,0,0,0,0,0
yolov5,2023/1/16,1750,81,11.8,16,2603,3598,65,5,9,8915,8915,0,0,1,296,0,1,318720,3094,0,0,0,1,0,0,0,0,5,305,179,5,69,305,47,py=10624,53,620,9032,4493,29.7,14826,100,10624,0,0,0,0,0,0,0,0,0,0
yolov5,2023/1/23,1750,81,11.8,16,2603,3598,65,5,9,8915,8915,0,0,1,296,0,1,318720,3094,0,0,0,1,0,0,0,0,5,305,179,5,69,305,47,py=10624,53,620,9032,4493,29.7,14826,100,10624,0,0,0,0,0,0,0,0,0,0
yolov5,2023/1/30,1750,81,11.8,16,2604,3599,65,5,9,8915,8915,0,0,1,296,0,1,318720,3095,0,0,0,1,0,0,0,0,5,305,179,5,69,305,47,py=10624,53,620,9032,4493,29.7,14826,100,10624,0,0,0,0,0,0,0,0,0,0
yolov5,2023/2/6,1752,81,12.2,16,2513,3482,45,5,7,8648,8648,0,0,1,287,0,1,309300,3026,0,0,0,1,0,0,0,0,3,294,176,3,67,294,45,py=10310,51,605,8756,4381,29.8,14366,100,10310,0,0,0,0,0,0,0,0,0,0
